"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Statistical Area- Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Area","New England City and Town Combined Statistical Area","New England City and Town Area Division","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Total Population","Area Total:","Area Total: Area (Land)","Area Total: Area (Water)","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A00001_001,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"ACSSF","us","860","00","0013334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10310",,,,,,,,"86000US10310","ZCTA 10310",,,"ZCTA 10310","10310310","4651583","0",,,,"103",,,,24168,1.795986,1.795986,0,24168,13815,5557,130,1502,0,2003,1161
"ACSSF","us","860","00","0013335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10311",,,,,,,,"86000US10311","ZCTA 10311",,,"ZCTA 10311","10310311","121555","0",,,,"103",,,,0,0.04693265,0.04693265,0,0,0,0,0,0,0,0,0
"ACSSF","us","860","00","0013336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10312",,,,,,,,"86000US10312","ZCTA 10312",,,"ZCTA 10312","10310312","19637313","359000",,,,"103",,,,61114,7.72062,7.582009,0.1386107,61114,53863,590,98,4189,45,599,1730
"ACSSF","us","860","00","0013337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10314",,,,,,,,"86000US10314","ZCTA 10314",,,"ZCTA 10314","10310314","35438320","1681942",,,,"103",,,,89938,14.33221,13.68281,0.6494015,89938,63791,3300,298,16415,28,2556,3550
"ACSSF","us","860","00","0013338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10451",,,,,,,,"86000US10451","ZCTA 10451",,,"ZCTA 10451","10410451","2665309","9963",,,,"104",,,,49423,1.032928,1.029082,0.003846736,49423,8062,20160,300,642,416,15528,4315
"ACSSF","us","860","00","0013339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10452",,,,,,,,"86000US10452","ZCTA 10452",,,"ZCTA 10452","10410452","2559779","0",,,,"104",,,,74379,0.9883363,0.9883363,0,74379,11088,23894,464,1069,218,32726,4920
"ACSSF","us","860","00","0013340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10453",,,,,,,,"86000US10453","ZCTA 10453",,,"ZCTA 10453","10410453","2379046","0",,,,"104",,,,78858,0.9185548,0.9185548,0,78858,8986,25681,546,1769,243,34984,6649
"ACSSF","us","860","00","0013341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10454",,,,,,,,"86000US10454","ZCTA 10454",,,"ZCTA 10454","10410454","2710872","0",,,,"104",,,,37807,1.046674,1.046674,0,37807,6264,13164,256,108,44,15565,2406
"ACSSF","us","860","00","0013342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10455",,,,,,,,"86000US10455","ZCTA 10455",,,"ZCTA 10455","10410455","1846911","0",,,,"104",,,,40300,0.7130964,0.7130964,0,40300,6247,12739,343,344,71,16614,3942
"ACSSF","us","860","00","0013343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10456",,,,,,,,"86000US10456","ZCTA 10456",,,"ZCTA 10456","10410456","2635673","0",,,,"104",,,,90479,1.017639,1.017639,0,90479,11109,42701,991,601,146,28549,6382
"ACSSF","us","860","00","0013344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10457",,,,,,,,"86000US10457","ZCTA 10457",,,"ZCTA 10457","10410457","2743129","0",,,,"104",,,,74679,1.059128,1.059128,0,74679,14332,34049,275,536,35,17857,7595
"ACSSF","us","860","00","0013345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10458",,,,,,,,"86000US10458","ZCTA 10458",,,"ZCTA 10458","10410458","2603703","0",,,,"104",,,,85893,1.005295,1.005295,0,85893,13082,16270,256,2235,41,50213,3796
"ACSSF","us","860","00","0013346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10459",,,,,,,,"86000US10459","ZCTA 10459",,,"ZCTA 10459","10410459","2124304","0",,,,"104",,,,48391,0.8201984,0.8201984,0,48391,5971,17050,266,132,41,21089,3842
"ACSSF","us","860","00","0013347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10460",,,,,,,,"86000US10460","ZCTA 10460",,,"ZCTA 10460","10410460","3413695","0",,,,"104",,,,57514,1.318035,1.318035,0,57514,10055,19774,302,1050,122,21471,4740
"ACSSF","us","860","00","0013348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10461",,,,,,,,"86000US10461","ZCTA 10461",,,"ZCTA 10461","10410461","6201824","0",,,,"104",,,,51081,2.394538,2.394538,0,51081,24399,4721,272,6593,63,11880,3153
"ACSSF","us","860","00","0013349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10462",,,,,,,,"86000US10462","ZCTA 10462",,,"ZCTA 10462","10410462","3818413","15353",,,,"104",,,,75441,1.480225,1.474298,0.005927827,75441,15651,20486,886,11793,18,21252,5355
"ACSSF","us","860","00","0013350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10463",,,,,,,,"86000US10463","ZCTA 10463",,,"ZCTA 10463","10410463","3755858","345779",,,,"104",,,,70236,1.583651,1.450145,0.133506,70236,32246,12085,505,2395,53,17622,5330
"ACSSF","us","860","00","0013351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10464",,,,,,,,"86000US10464","ZCTA 10464",,,"ZCTA 10464","10410464","8981677","237116",,,,"104",,,,4322,3.559396,3.467845,0.09155101,4322,3031,21,0,79,0,1002,189
"ACSSF","us","860","00","0013352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10465",,,,,,,,"86000US10465","ZCTA 10465",,,"ZCTA 10465","10410465","8799202","2711",,,,"104",,,,45066,3.398438,3.397391,0.001046723,45066,25152,5947,10,1932,8,8381,3636
"ACSSF","us","860","00","0013353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10466",,,,,,,,"86000US10466","ZCTA 10466",,,"ZCTA 10466","10410466","5215217","5140",,,,"104",,,,74519,2.015591,2.013607,0.001984565,74519,7801,52297,735,2042,16,8891,2737
"ACSSF","us","860","00","0013354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10467",,,,,,,,"86000US10467","ZCTA 10467",,,"ZCTA 10467","10410467","6049194","0",,,,"104",,,,100867,2.335607,2.335607,0,100867,24388,34448,551,5516,69,29257,6638
"ACSSF","us","860","00","0013355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10468",,,,,,,,"86000US10468","ZCTA 10468",,,"ZCTA 10468","10410468","2773215","45100",,,,"104",,,,78778,1.088158,1.070744,0.01741321,78778,12013,19295,903,1569,133,39878,4987
"ACSSF","us","860","00","0013356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10469",,,,,,,,"86000US10469","ZCTA 10469",,,"ZCTA 10469","10410469","6403528","0",,,,"104",,,,72550,2.472416,2.472416,0,72550,12217,41335,78,4689,5,10512,3714
"ACSSF","us","860","00","0013357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10470",,,,,,,,"86000US10470","ZCTA 10470",,,"ZCTA 10470","10410470","3702689","3169",,,,"104",,,,15500,1.43084,1.429616,0.001223558,15500,6508,5929,8,764,0,1503,788
"ACSSF","us","860","00","0013358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10471",,,,,,,,"86000US10471","ZCTA 10471",,,"ZCTA 10471","10410471","6659941","28258",,,,"104",,,,22577,2.582328,2.571418,0.01091048,22577,14922,2215,54,1267,0,2349,1770
"ACSSF","us","860","00","0013359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10472",,,,,,,,"86000US10472","ZCTA 10472",,,"ZCTA 10472","10410472","2729339","0",,,,"104",,,,67989,1.053804,1.053804,0,67989,7903,17483,918,5982,44,32835,2824
"ACSSF","us","860","00","0013360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10473",,,,,,,,"86000US10473","ZCTA 10473",,,"ZCTA 10473","10410473","5537168","5538",,,,"104",,,,59627,2.140051,2.137913,0.002138234,59627,17329,22578,398,1032,0,13977,4313
"ACSSF","us","860","00","0013361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10474",,,,,,,,"86000US10474","ZCTA 10474",,,"ZCTA 10474","10410474","3988439","0",,,,"104",,,,11579,1.539945,1.539945,0,11579,1603,4933,50,25,0,3720,1248
"ACSSF","us","860","00","0013362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10475",,,,,,,,"86000US10475","ZCTA 10475",,,"ZCTA 10475","10410475","4736639","287086",,,,"104",,,,43791,1.939671,1.828827,0.1108445,43791,6277,27837,396,1081,0,6387,1813
"ACSSF","us","860","00","0013516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11101",,,,,,,,"86000US11101","ZCTA 11101",,,"ZCTA 11101","11111101","6743213","236158",,,,"111",,,,32537,2.69475,2.603569,0.09118111,32537,13324,4469,180,8631,13,3251,2669
"ACSSF","us","860","00","0013517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11102",,,,,,,,"86000US11102","ZCTA 11102",,,"ZCTA 11102","11111102","2042499","2387",,,,"111",,,,28359,0.7895349,0.7886133,0.0009216259,28359,16458,2186,200,4668,38,3127,1682
"ACSSF","us","860","00","0013518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11103",,,,,,,,"86000US11103","ZCTA 11103",,,"ZCTA 11103","11111103","1842732","0",,,,"111",,,,35419,0.7114828,0.7114828,0,35419,23557,1044,91,5056,0,3085,2586
"ACSSF","us","860","00","0013519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11104",,,,,,,,"86000US11104","ZCTA 11104",,,"ZCTA 11104","11111104","1005092","0",,,,"111",,,,25037,0.3880682,0.3880682,0,25037,14891,420,115,6163,0,1714,1734
"ACSSF","us","860","00","0013520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11105",,,,,,,,"86000US11105","ZCTA 11105",,,"ZCTA 11105","11111105","4356926","0",,,,"111",,,,37452,1.682219,1.682219,0,37452,27351,1020,72,3853,0,2104,3052
"ACSSF","us","860","00","0013521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11106",,,,,,,,"86000US11106","ZCTA 11106",,,"ZCTA 11106","11111106","2214080","14591",,,,"111",,,,37094,0.8604947,0.8548611,0.005633617,37094,20347,2812,68,6629,9,4861,2368
"ACSSF","us","860","00","0013522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11109",,,,,,,,"86000US11109","ZCTA 11109",,,"ZCTA 11109","11111109","128895","24260",,,,"111",,,,6127,0.05913348,0.04976664,0.009366839,6127,3534,91,0,2174,0,50,278
"ACSSF","us","860","00","0013523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11201",,,,,,,,"86000US11201","ZCTA 11201",,,"ZCTA 11201","11211201","3644697","39281",,,,"112",,,,64798,1.422392,1.407225,0.01516648,64798,41093,7977,208,8634,41,2072,4773
"ACSSF","us","860","00","0013524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11203",,,,,,,,"86000US11203","ZCTA 11203",,,"ZCTA 11203","11211203","5555574","0",,,,"112",,,,77589,2.145019,2.145019,0,77589,3385,67107,126,1525,0,2193,3253
"ACSSF","us","860","00","0013525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11204",,,,,,,,"86000US11204","ZCTA 11204",,,"ZCTA 11204","11211204","4113164","0",,,,"112",,,,75840,1.588102,1.588102,0,75840,42054,808,465,25148,11,5271,2083
"ACSSF","us","860","00","0013526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11205",,,,,,,,"86000US11205","ZCTA 11205",,,"ZCTA 11205","11211205","2447352","0",,,,"112",,,,47866,0.9449279,0.9449279,0,47866,25199,13669,240,2948,5,3290,2515
"ACSSF","us","860","00","0013527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11206",,,,,,,,"86000US11206","ZCTA 11206",,,"ZCTA 11206","11211206","3715235","0",,,,"112",,,,87599,1.43446,1.43446,0,87599,40492,19698,835,5629,187,15386,5372
"ACSSF","us","860","00","0013528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11207",,,,,,,,"86000US11207","ZCTA 11207",,,"ZCTA 11207","11211207","6920359","0",,,,"112",,,,90867,2.671966,2.671966,0,90867,12502,57897,276,1399,121,14032,4640
"ACSSF","us","860","00","0013529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11208",,,,,,,,"86000US11208","ZCTA 11208",,,"ZCTA 11208","11211208","9271398","0",,,,"112",,,,102626,3.579707,3.579707,0,102626,23864,54146,212,6870,65,13743,3726
"ACSSF","us","860","00","0013530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11209",,,,,,,,"86000US11209","ZCTA 11209",,,"ZCTA 11209","11211209","5496326","0",,,,"112",,,,68368,2.122144,2.122144,0,68368,48436,2845,96,8941,58,4019,3973
"ACSSF","us","860","00","0013531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11210",,,,,,,,"86000US11210","ZCTA 11210",,,"ZCTA 11210","11211210","4251913","0",,,,"112",,,,62423,1.641673,1.641673,0,62423,19856,35240,24,2369,0,2886,2048
"ACSSF","us","860","00","0013532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11211",,,,,,,,"86000US11211","ZCTA 11211",,,"ZCTA 11211","11211211","5988804","163645",,,,"112",,,,104561,2.375474,2.31229,0.06318369,104561,74440,6567,350,6641,32,10783,5748
"ACSSF","us","860","00","0013533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11212",,,,,,,,"86000US11212","ZCTA 11212",,,"ZCTA 11212","11211212","3985433","0",,,,"112",,,,74037,1.538784,1.538784,0,74037,6398,57275,54,677,53,4927,4653
"ACSSF","us","860","00","0013534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11213",,,,,,,,"86000US11213","ZCTA 11213",,,"ZCTA 11213","11211213","2824118","0",,,,"112",,,,67382,1.090398,1.090398,0,67382,16970,43233,85,1395,16,3535,2148
"ACSSF","us","860","00","0013535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11214",,,,,,,,"86000US11214","ZCTA 11214",,,"ZCTA 11214","11211214","5617478","8509",,,,"112",,,,90372,2.172206,2.168921,0.003285343,90372,42330,1820,212,33391,4,9050,3565
"ACSSF","us","860","00","0013536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11215",,,,,,,,"86000US11215","ZCTA 11215",,,"ZCTA 11215","11211215","5633111","58928",,,,"112",,,,69995,2.197709,2.174956,0.02275223,69995,51922,2848,159,6389,0,3495,5182
"ACSSF","us","860","00","0013537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11216",,,,,,,,"86000US11216","ZCTA 11216",,,"ZCTA 11216","11211216","2421197","0",,,,"112",,,,59567,0.9348294,0.9348294,0,59567,19128,30377,132,2894,26,2469,4541
"ACSSF","us","860","00","0013538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11217",,,,,,,,"86000US11217","ZCTA 11217",,,"ZCTA 11217","11211217","1942472","8496",,,,"112",,,,42461,0.753273,0.7499927,0.003280324,42461,24204,8288,39,3907,25,2217,3781
"ACSSF","us","860","00","0013539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11218",,,,,,,,"86000US11218","ZCTA 11218",,,"ZCTA 11218","11211218","3699716","0",,,,"112",,,,73280,1.428468,1.428468,0,73280,43368,6706,308,14466,0,4303,4129
"ACSSF","us","860","00","0013540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11219",,,,,,,,"86000US11219","ZCTA 11219",,,"ZCTA 11219","11211219","3838512","0",,,,"112",,,,87812,1.482058,1.482058,0,87812,57699,1295,311,21317,45,5965,1180
"ACSSF","us","860","00","0013541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11220",,,,,,,,"86000US11220","ZCTA 11220",,,"ZCTA 11220","11211220","4519581","0",,,,"112",,,,90657,1.74502,1.74502,0,90657,27716,2877,444,37421,0,18410,3789
"ACSSF","us","860","00","0013542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11221",,,,,,,,"86000US11221","ZCTA 11221",,,"ZCTA 11221","11211221","3582821","0",,,,"112",,,,85582,1.383335,1.383335,0,85582,21810,37775,405,3524,44,16141,5883
"ACSSF","us","860","00","0013543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11222",,,,,,,,"86000US11222","ZCTA 11222",,,"ZCTA 11222","11211222","3974683","194195",,,,"112",,,,36710,1.609613,1.534634,0.07497911,36710,29347,1258,68,1944,0,1642,2451
"ACSSF","us","860","00","0013544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11223",,,,,,,,"86000US11223","ZCTA 11223",,,"ZCTA 11223","11211223","5370787","0",,,,"112",,,,80500,2.073673,2.073673,0,80500,44647,4289,90,20130,180,8030,3134
"ACSSF","us","860","00","0013545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11224",,,,,,,,"86000US11224","ZCTA 11224",,,"ZCTA 11224","11211224","4107697","78749",,,,"112",,,,45587,1.616396,1.585991,0.03040516,45587,25039,9402,26,3368,7,5461,2284
"ACSSF","us","860","00","0013546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11225",,,,,,,,"86000US11225","ZCTA 11225",,,"ZCTA 11225","11211225","2289264","0",,,,"112",,,,56072,0.8838898,0.8838898,0,56072,16737,33538,174,1470,0,2499,1654
"ACSSF","us","860","00","0013547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11226",,,,,,,,"86000US11226","ZCTA 11226",,,"ZCTA 11226","11211226","3339501","0",,,,"112",,,,96332,1.289389,1.289389,0,96332,15139,64136,714,2826,0,9849,3668
"ACSSF","us","860","00","0013548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11228",,,,,,,,"86000US11228","ZCTA 11228",,,"ZCTA 11228","11211228","3813741","0",,,,"112",,,,43878,1.472494,1.472494,0,43878,23533,603,34,16253,24,2163,1268
"ACSSF","us","860","00","0013549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11229",,,,,,,,"86000US11229","ZCTA 11229",,,"ZCTA 11229","11211229","5592622","143662",,,,"112",,,,81909,2.214792,2.159323,0.05546821,81909,52106,5260,271,18746,89,2988,2449
"ACSSF","us","860","00","0013550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11230",,,,,,,,"86000US11230","ZCTA 11230",,,"ZCTA 11230","11211230","4767212","0",,,,"112",,,,87188,1.840631,1.840631,0,87188,60164,6282,223,12434,39,4655,3391
"ACSSF","us","860","00","0013551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11231",,,,,,,,"86000US11231","ZCTA 11231",,,"ZCTA 11231","11211231","3681935","66967",,,,"112",,,,37796,1.447459,1.421603,0.0258561,37796,25236,5572,137,2196,263,1974,2418
"ACSSF","us","860","00","0013552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11232",,,,,,,,"86000US11232","ZCTA 11232",,,"ZCTA 11232","11211232","3084818","234",,,,"112",,,,26501,1.191145,1.191055,9.034791E-05,26501,11592,2001,354,4213,16,6722,1603
"ACSSF","us","860","00","0013553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11233",,,,,,,,"86000US11233","ZCTA 11233",,,"ZCTA 11233","11211233","3493425","0",,,,"112",,,,79796,1.348819,1.348819,0,79796,10444,58859,106,1822,21,6070,2474
"ACSSF","us","860","00","0013554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11234",,,,,,,,"86000US11234","ZCTA 11234",,,"ZCTA 11234","11211234","19191753","2139242",,,,"112",,,,90372,8.235943,7.409977,0.825966,90372,35078,40921,305,6725,0,4356,2987
"ACSSF","us","860","00","0013555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11235",,,,,,,,"86000US11235","ZCTA 11235",,,"ZCTA 11235","11211235","5812665","495753",,,,"112",,,,76921,2.435694,2.244282,0.1914113,76921,56486,1687,54,10094,0,4286,4314
"ACSSF","us","860","00","0013556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11236",,,,,,,,"86000US11236","ZCTA 11236",,,"ZCTA 11236","11211236","9321422","89767",,,,"112",,,,98821,3.633681,3.599021,0.03465923,98821,5346,84752,86,2631,8,3908,2090
"ACSSF","us","860","00","0013557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11237",,,,,,,,"86000US11237","ZCTA 11237",,,"ZCTA 11237","11211237","2547932","46803",,,,"112",,,,46772,1.001833,0.9837621,0.01807074,46772,16614,5807,596,2656,45,17595,3459
"ACSSF","us","860","00","0013558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11238",,,,,,,,"86000US11238","ZCTA 11238",,,"ZCTA 11238","11211238","2865952","0",,,,"112",,,,55102,1.10655,1.10655,0,55102,29580,16299,102,3287,9,1643,4182
"ACSSF","us","860","00","0013559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11239",,,,,,,,"86000US11239","ZCTA 11239",,,"ZCTA 11239","11211239","1599387","27109",,,,"112",,,,12832,0.6279936,0.6175268,0.01046684,12832,3251,7632,367,461,0,597,524
"ACSSF","us","860","00","0013653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11691",,,,,,,,"86000US11691","ZCTA 11691",,,"ZCTA 11691","11611691","7124540","114569",,,,"116",,,,68454,2.795036,2.7508,0.04423534,68454,23448,31620,184,3373,20,6257,3552
"ACSSF","us","860","00","0013654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11692",,,,,,,,"86000US11692","ZCTA 11692",,,"ZCTA 11692","11611692","2596630","226794",,,,"116",,,,22394,1.09013,1.002565,0.08756565,22394,4666,12579,142,1245,0,2128,1634
"ACSSF","us","860","00","0013655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11693",,,,,,,,"86000US11693","ZCTA 11693",,,"ZCTA 11693","11611693","2550786","3120",,,,"116",,,,13029,0.9860687,0.984864,0.001204639,13029,7734,2813,0,539,0,832,1111
"ACSSF","us","860","00","0013656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11694",,,,,,,,"86000US11694","ZCTA 11694",,,"ZCTA 11694","11611694","3460877","1189",,,,"116",,,,21258,1.336711,1.336252,0.0004590755,21258,17045,1234,248,446,0,1426,859
"ACSSF","us","860","00","0013657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11697",,,,,,,,"86000US11697","ZCTA 11697",,,"ZCTA 11697","11611697","6722312","16405",,,,"116",,,,3527,2.601833,2.595499,0.006334006,3527,3360,21,0,24,0,122,0
"ACSSF","us","860","00","0013256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10001",,,,,,,,"86000US10001","ZCTA 10001",,,"ZCTA 10001","10010001","1591493","0",,,,"100",,,,25026,0.6144789,0.6144789,0,25026,15880,1619,11,5201,63,833,1419
"ACSSF","us","860","00","0013257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10002",,,,,,,,"86000US10002","ZCTA 10002",,,"ZCTA 10002","10010002","2275167","0",,,,"100",,,,74363,0.8784469,0.8784469,0,74363,23574,6645,713,31140,0,7944,4347
"ACSSF","us","860","00","0013258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10003",,,,,,,,"86000US10003","ZCTA 10003",,,"ZCTA 10003","10010003","1492995","0",,,,"100",,,,54671,0.5764486,0.5764486,0,54671,39951,2759,112,8244,69,1329,2207
"ACSSF","us","860","00","0013259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10004",,,,,,,,"86000US10004","ZCTA 10004",,,"ZCTA 10004","10010004","1389744","13825",,,,"100",,,,3310,0.541921,0.5365832,0.005337863,3310,2259,160,0,674,12,13,192
"ACSSF","us","860","00","0013260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10005",,,,,,,,"86000US10005","ZCTA 10005",,,"ZCTA 10005","10010005","188254","0",,,,"100",,,,8664,0.07268528,0.07268528,0,8664,6326,174,0,1514,0,214,436
"ACSSF","us","860","00","0013261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10006",,,,,,,,"86000US10006","ZCTA 10006",,,"ZCTA 10006","10010006","241687","0",,,,"100",,,,3260,0.09331588,0.09331588,0,3260,2291,156,0,561,0,65,187
"ACSSF","us","860","00","0013262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10007",,,,,,,,"86000US10007","ZCTA 10007",,,"ZCTA 10007","10010007","413123","0",,,,"100",,,,7566,0.1595077,0.1595077,0,7566,5784,623,0,882,0,178,99
"ACSSF","us","860","00","0013263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10009",,,,,,,,"86000US10009","ZCTA 10009",,,"ZCTA 10009","10010009","1597620","0",,,,"100",,,,58267,0.6168445,0.6168445,0,58267,34556,4581,80,8749,6,6122,4173
"ACSSF","us","860","00","0013264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10010",,,,,,,,"86000US10010","ZCTA 10010",,,"ZCTA 10010","10010010","988479","0",,,,"100",,,,34763,0.3816539,0.3816539,0,34763,23667,3810,0,5231,0,779,1276
